
Aashray,Sep,We will face placements next year. The placements of our seniors were amazing. Around 80-85% of students were placed. Around 70% students got internships and around 60% continued their job with the same company. The highest package: 10 Lacs and the lowest :3 Lacs. Embedded based and Vlsi designing based companies visited our campus. TPO cell is very efficient. ,"Sentiment(polarity=0.26, subjectivity=0.46499999999999997)"
Animesh,May,"Placements are pretty good, almost 80% of the students get placed overall, and about 95-100% in branches like CSE, it, ECE, the highest package was about 27 LPA by amazon, the lowest about 3.5 LPA Internship is provided by college front the fifth semester, for stipend from 10k to 35k. Well established placement cell is there in the college, and works wheel enough. ","Sentiment(polarity=0.2375, subjectivity=0.525)"
Chandan,Mar,"Placements are good in CSE and ECE, but not good in other branches like mechanical, civil, and in EEE, placements are very poor as only a few persons get placement in this branch. So, Jaipur Manipal is good for mechanical branch person, but the main problem for less placement in these branches is because many companies like Tata and Mahindra does not come due to its location because this college is located mainly in north-east, that's may be the reason. ","Sentiment(polarity=0.062222222222222213, subjectivity=0.47194444444444444)"
Tuhinangshu,Apr,"The placements from this college are getting better year after year with big companies like amazon and microsoft making the big bids. after the completion of the pakyong airport nearby, things only get better. The competition has just begun and you can be sure that it will go a long way. ","Sentiment(polarity=0.20714285714285713, subjectivity=0.4984126984126984)"
Vishal,Mar,"SMIT has great placement records. Now, the companies like Microsoft, Amazon, Sony and many more visit SMIT with a dream package. The highest package in 2017 is 22 LPA by Microsoft. The lowest package offered was 3 LPA. Talking about the percentage, 90-95 percentage of the eligible students get placed with good packages. ","Sentiment(polarity=0.625, subjectivity=0.5875)"
Pushkar,Mar,"Our placement for senior batches are not going as expected, and they are facing some issues in it. The companies coming for the placements are reducing drastically, but a certain uprising in percentage placement is expected in the next year as the college is working on some of its policies. ","Sentiment(polarity=0.0035714285714285657, subjectivity=0.34285714285714286)"
Chinnesh,May,"In LPU, the placements depend on your CGPA. If a student has an average of 67% in the semester, he can attend the placements. There is a placement cell in LPU. Lpu is ranked No.1 among private universities in North India regarding placements. In senior batch, there are 70% of the eligible students got the placements. There are a lot of companies visit LPU for placements from the companies like Microsoft and Infosys to startup companies. The highest salary offered is 25 LPA and the lowest salary offered is 2 LPA. The average package offered is 3.6 LPA. Overall the placements are good when compared with the other private universities. Our coll... 
Read More","Sentiment(polarity=0.09687499999999999, subjectivity=0.378125)"
Nirmal,Oct,"Placements in our university are average. Our seniors got placed with average salary packages. To my knowledge, every year, approximately 60% of the students get placed in the college placements. This year, one of my seniors got placed with the package of 31 LPA. Mainly, companies like TATA, TCS, Cognizant, etc., visit the college to hire the students. There is a placement cell in the college which prepares the students for their placements. ","Sentiment(polarity=-0.13333333333333333, subjectivity=0.4333333333333333)"
Praveen Kumar,Oct,"Lovely Professional University is best known for its placements. Most of the students got placed from Lovely Professional University and are enjoying their life. Every year, 70% of the students get placed in the college placements. The highest package offered was 25 LPA, the lowest package offered was 2 LPA, and the average offered was 3.5 LPA. ","Sentiment(polarity=0.38125000000000003, subjectivity=0.4375)"
Bhushan,Oct,"There are very good placements available in the college. A lot of companies visit the university for placements every year. The highest package offered was 35 lacs per annum in 2017, and the average package is 3-5 lacs per annum. Computer Science and engineering is a major branch of engineering at LPU. A maximum number of students get admitted in CSE programme because of placements. ","Sentiment(polarity=0.30562500000000004, subjectivity=0.52)"
Navneet,Apr,"The placement records for CSE, ECE, Hotel Management and MBA courses are quite lucrative. For other branches too the placement rate is good. Big multinational companies visit for placements every year. The packages are ranged from and avg of 4-5 Lacs to Maximum of 30-35 Lacs. ","Sentiment(polarity=0.19166666666666665, subjectivity=0.3583333333333334)"
Sagar,Jul,"Placements in our college are good. Many companies come to our college for placements, and a large number of students get selected. Our college has the 1st position in placements. I feel proud to be a part of this college, and I have no words to explain it. ","Sentiment(polarity=0.5535714285714286, subjectivity=0.6321428571428571)"
Naveen,Mar,"They are good and provides great placements. They are very helpful, and they have a placement cell to help students in their placements. You should surely choose the Lovely Professional University of Phagwara. You just visit and decide it by yourself. The college has a great infrastructure. ","Sentiment(polarity=0.5142857142857143, subjectivity=0.5912698412698413)"
Naveen,Feb,"A minimum of 60 to 80 percent placements happens for my seniors. The students who have a talent will be a nice jobber, and this academy was excellent also. Moreover, study and the sports here are excellent. A lot of students are well-settled here. Don't blame other colleges for that, let's take a step to our college. ","Sentiment(polarity=0.61875, subjectivity=0.84375)"
Shivam,Mar,"The placements are good. As it was opened 6 years ago, you can't expect best placements from here, but in coming years, it's going to be one of the best colleges of Pune. Also, this year, Google came to this college for placement, so it's a good start for a newly built college. ","Sentiment(polarity=0.7072727272727273, subjectivity=0.450909090909091)"
Evam,May,"The average package offered is 5 LPA and the highest package offered is 22 LPA. Usually, all the students get placed unless they do not clear the placement criteria. Everybody is forced to sit for the placements or they are not handed the degree. The teachers want good placements without giving any proper inputs to the students. ","Sentiment(polarity=-0.00833333333333334, subjectivity=0.32222222222222224)"
Anand,Apr,"The placements are good. Companies like Amazon, Google, etc., come to the campus. Your placement depends on your skills and marks. So, work hard to get more marks, and be aware of backlogs. It will stop you from getting good placement in such big companies. ","Sentiment(polarity=0.2654761904761905, subjectivity=0.4416666666666667)"
Anuj,Feb,"Our college is new, and it's developing day by day. It offers us great placement opportunities in every department of our college and places each and every student. Our principal sir takes lots of efforts for development of placement quota. High merit students are placed with the higher packages. ","Sentiment(polarity=0.28927272727272724, subjectivity=0.4489090909090909)"
Aayush,Jul,I have passed B.Tech from this college (SKIET). I would like to say thanks for giving me a professional based knowledge. I have selected in an IT company through my college campus. It is a nice college as placement. I will really miss my college life and of course the lovable college staff. ,"Sentiment(polarity=0.32, subjectivity=0.4)"
Nitish,Aug,There is 0% placement in all the deppt. When u will be go to take the admission the he will say to u that about the placement. Bt when u will complete it college the. U will see there are no placement. The college is a only a source of business. No body support for the placement all the student always upset regards to the placement and very sad only because of the college because the college is never support for the placement. ,"Sentiment(polarity=-0.1375, subjectivity=0.85)"
Shubham,Dec,There are no placements for our department in 2017. The placements are done for companies like CSE and ECE departments. The quality of the education is below average in this college because of the shortage of the staff. Admissions to B.Tech is very less now this year because of the college performance is not adequate. ,"Sentiment(polarity=-0.17777777777777778, subjectivity=0.2733333333333333)"
Lekh,Nov,"To be honest, there are no placements in this college. Specially, the mechanical branch had no placements. I haven't got placed, and no placements for my seniors as well. Apart from this, the college can't be able to get any internship opportunities for your career. ","Sentiment(polarity=0.4857142857142857, subjectivity=0.6988095238095239)"
Vivek,Apr,Placements for civil branch this time is Pretty high. Already eight seniors are placed. And we have an estimated 20 companies visiting our campus this time for Placements for civil this year. Its going good. A lot of initiative is taken up by our HOD regarding placements. Seniors are undergoing some extensive training to face the companies attending the campus. ,"Sentiment(polarity=0.27749999999999997, subjectivity=0.6183333333333334)"
Venky,Feb,"The placements are good in this college. Many companies will comw like L&T, Brigade, etc. My seniors also got jobs. Only for few persons for their knowledge, there will be no placements. Last time Flipkart came for placements. ","Sentiment(polarity=0.2, subjectivity=0.4533333333333334)"
Ankith,Jan,Our college has very good placements. Major companies like Facebook and Oracle come for recruitment. We have a minimum of 90 companies coming for placements. A good number of students have been recruited. We have a separate placements cell which helps us to choose our career wisely. ,"Sentiment(polarity=0.5931249999999999, subjectivity=0.6950000000000001)"
Reha,Jan,"The placements are really good. Most of the eligible students were placed. The placements department has taken a lot of interest in placing the students. The companies which come for selection are also up to the mark which every student wants in his/her life to work with. I'm really very grateful that I joined this prestigious institute and my studies here. By seeing the placements in the institution, I can guarantee my self and others that they will have a good future. ","Sentiment(polarity=0.3833333333333333, subjectivity=0.3708333333333334)"
Anonymous,Jun,"Since the placements are not a major attraction for post-MBBS students, placements are hardly given any acknowledgment. However, since most of the students opt for postgraduate qualification after their MBBS, the course syllabi and style of teaching is strongly inclined towards training and coaching for NEET (PG). Special MCQ points, High yielding topics are given special preference. ","Sentiment(polarity=0.21210034013605442, subjectivity=0.5654081632653061)"
Shreyansh,Apr,This is a good college with lots of work experience during posting. The faculty members are good and experienced. Most of the students get selected for good college for PG in one year of completion of an internship. The previous year students did well in PG exams. Some students also cleared PG exams just after an internship. ,"Sentiment(polarity=0.538888888888889, subjectivity=0.5611111111111111)"
Himanshu,Apr,"The placement was very good. I am in 2nd Year I have seen recruitment of my seniors. 85% + students were placed from a batch. The lowest of 2 Lacs and the highest of 5.5 Lacs salary were offered to the students. InforSeek, Bhilvara, NIIT Technologies, RannLab, Wipro etc. Companies have attended the college for recruitment. The students were recruited as web developer and android developer and also database designer and software developer. ","Sentiment(polarity=0.45499999999999996, subjectivity=0.39000000000000007)"
Parth,Dec,"SRHU has developed a strong placement network with engineering and technical giants. Our senior's placements were good. The minimum package of 2 LPA and the maximum of 5 LPA was offered to the students. Many companies visited our college to recruit students. Few of them are Infoseek, Rubio etc. In our college, around 85% students are placed successfully in any of the recruiters of SRHU. ","Sentiment(polarity=0.3261904761904762, subjectivity=0.46904761904761905)"
Hrithik,Mar,"The placements are very good. The students are very good. Many companies visited the campus and offered a good job for the students. The students were offered good quality of education, and sometimes college provides some financial help to the students, to make vehicles, who are in the mechanical department. ","Sentiment(polarity=0.62, subjectivity=0.5433333333333334)"
Sagar,Jun,"In previous batches the placements are fair enough. The college offers 100% placement support to their students and also the ex-students are supported for the placements. All most above 70% and above students get placed in various companies. The average salary package students get is from 2 Lacs to 5 Lacs a year. Companies like TCS ( Tata Consultancy Services, MPHASIS, WNS Global Services, Maruti- Suzuki, Amazon, NVIDIA and many more come for the placement. ","Sentiment(polarity=0.16527777777777777, subjectivity=0.34722222222222215)"
Tanmay,May,"The placements in our college are good. But, the condition is the students have to be eligible for criteria declared by the company. If you are eligible to get fit in the criteria then congratulations, the job is yours. Usually, the company provides average starting package of Rs. 16,000 per month, which is much for freshers. Our department also provides us internships, which is helpful in campus selection. Even our college provides a variety of workshops for students for practical application of your knowledge such as hands-on IC engines(2-stroke and 4-stroke engine), hands-on compressor, refrigeration system, air conditioning system, etc. ","Sentiment(polarity=0.1285714285714286, subjectivity=0.35000000000000003)"
Vikas,Apr,"Placement is very good. You will get a chance to get many opportunities in choice. The highest package was of 14 lacs/p.a. and the lowest was 4 lack/p.a. In 2017 year. Company like LG, TCL, AMAZON were came. Some of them got junior engineering role in the company. ","Sentiment(polarity=0.705, subjectivity=0.6400000000000001)"
Nawaz,Jun,"The placements are good, and the best companies from different sectors visit the college to hire the students. The highest package offered in the year 2016 was 10 lacs per annum. The students of 7th and 8th semesters can appear for placements, and the college guarantees 100% placements. The college invites people from different organisations to interact with the students. ","Sentiment(polarity=0.425, subjectivity=0.525)"
Niraj,Jun,"Almost 90% of students got placements in well-reputed companies such as ICICI Securities, Wipro Technologies, Tech Mahindra, TCS, Tata, Infosys, etc. The minimum package offered was 3.5 lacs per annum, and the maximum package was 6.5 lacs per annum. Internships offered to the students were quite good. ","Sentiment(polarity=0.35, subjectivity=0.55)"
Ankit Kumar,May,Placements are good for our batch. There is a placement cell. The highest salary offered is up to 10 lacs per annum. The average placement percentage is 75%. They are offered to work individually and also in a group which helps the students in getting practical knowledge. ,"Sentiment(polarity=0.18333333333333332, subjectivity=0.4666666666666666)"
Vinay,May,"The placements are average on the campus, but as far as I have heard, good companies arrive this institute. Currently, I am in 2nd year, but when I concern with my super seniors, they told that the placements are difficult, and one must be good in study and other curricular activities. ","Sentiment(polarity=0.13229166666666664, subjectivity=0.5802083333333333)"
Rayan,Jul,"The placements in the college are quite good. The maximum salary package is 42 LPA in 2017, and the minimum is 4 LPA. Also, 17 people were offered placements with a package of 12 LPA. Last year, 73 companies came for placements. As per the record, the placement stats are improving every year, and many companies are also offering internships to eligible students. ","Sentiment(polarity=0.39999999999999997, subjectivity=0.3888888888888889)"
Harsha,Apr,"Placements are so week in our college. Mechanical students only will get placed because there are many automobile industries of our college management itself. And only 20% of CS and EC will be placed in IT sector. Companies like Accenture, Wipro visits but they take only 10 students. ","Sentiment(polarity=0.125, subjectivity=0.875)"
Harsha,May,Students are not been placed anywhere. Just we have to join this college for completion of degree. We have to search for jobs outside. Some of the companies visits for recruitment but we don't even noticed that our seniors telling that we have got job. ,"Sentiment(polarity=0.0, subjectivity=0.05)"
Shreyas,Feb,"The placements are excellent especially CSE, ECE, and ISE departments and rest all the departments are average like there are 90% placements for CSE, ISE, and around 85% for ECE, and 60% placements for mechanical and electrical and rest branches placements are below average. ","Sentiment(polarity=0.175, subjectivity=0.7)"
Aditya,Apr,"Overall, the placements are good on the campus. The average salary package offered is about 3.5 LPA. The selected students get about 12 LPA. If you are interested in gaining knowledge in natures lap, then it is the best option to choose, and Bapdev Ghat is close to the campus. Other sports are also available to hang out. If you are interested in campus life, then this is the best option for you. Some toppers also get about 12.5 LPA when they are placed in the multinational companies. ","Sentiment(polarity=0.3694444444444444, subjectivity=0.37499999999999994)"
Pratik,Mar,"My senior batch students have got placed in Accenture and Infosys, and upcoming batch students also have some good opportunities. There are many multinational companies which have come for the campus placements in our college. The students who have appeared and cracked the aptitude test of the respective company, have got qualified and got a reasonable package. ","Sentiment(polarity=0.35, subjectivity=0.45000000000000007)"
Nirankar Nath,Mar,"According to placement department, they claimed that if you get more than 60% CGPA without any backlogs in all semesters, then you will be placed. At the time of placements, 50%-60% of the students will be placed for 4-5 LPA who are having the good practical knowledge and problem-solving skills, which you can get if you attend classes daily. ","Sentiment(polarity=0.39999999999999997, subjectivity=0.3666666666666667)"
Stuti,Feb,"They are superb. Our college gives the best placements as 200 companies recruit the students from our college. Companies from different fields visit our institution. There is above 80 percent recruitment. It depends on your marks, and they make sure you work hard. If you are looking for a college which gives a good placement, then you should surely take admission in our institute. ","Sentiment(polarity=0.42604166666666665, subjectivity=0.6149305555555555)"
Kaif,Feb,"We are eagerly waiting for the campusing rather than the off-campusing/placement. Presently, 4th year in CSE 8th semester has started already, but there are no placements at all as there is no campusing. There are a few tie-ups with MNCs. Last year, even 40% of the placements didn't happen. There are no internships from the college. The placement cell is poor, and there are no tie-ups at all. ","Sentiment(polarity=-0.15000000000000002, subjectivity=0.19166666666666665)"
Richa,May,"Placement this year was far better and most of the students got placed from campus placement itself. Almost 60 %of students have been placed. Companies which visited were IBM, Amazon, Vodafone, Wipro, Infosys, TCS. College does't provide us internship as it isn't autonomous. ","Sentiment(polarity=0.375, subjectivity=0.675)"
Vaishnavi,May,"College provides good placements and does take care of students interest. New companies are always approached. Companies with good packages are preferred. College takes care of the skills required by the companies. Around 75 to 80 percent of the students were placed, 5 LPA to 10 LPA salary packages is offered. Best internship are offered from college. ","Sentiment(polarity=0.634090909090909, subjectivity=0.4886363636363637)"
Pratiksha,Apr,"The placement cell is very strong in our college. Many big MNC's have come for recruitment. Companies like TCS, Microsoft, Amazon have tie-ups with the college. There are many chances to get a placement. If you maintain your aggregate in distinction throughout the 4 years, then it is not hard for you to get placed. Many personality development workshops are conducted by the college, and aptitude tests are conducted frequently. ","Sentiment(polarity=0.3298809523809524, subjectivity=0.48499999999999993)"
Vidya,Feb,"The placements are depended on you. The minimum requirements of every company are 60% aggregate. If you have that then the chance of getting placement ratio is 80%, or else it comes down to 40 to 50%. Our college has contacts with many companies. Last year the highest package given was to 6.5 lacs annum, and the average package is 3.2 LPA. ","Sentiment(polarity=0.04861111111111111, subjectivity=0.3138888888888889)"
Ranjit,Nov,"Those students are getting placed who got distinction or 1st class. The criterion is minimum 1st-class to get placed. Students should crack all the processes in tests and interviews to get placed. Companies- Accenture, Mahindra and Mahindra, BSNL, etc. and much more. The highest package is about 3.5 lakhs P.A. and the lowest is 1.5 lakhs P.A. ","Sentiment(polarity=0.5, subjectivity=0.5)"
Adesh,Mar,I would say placement is quite good because last year around 200 students get placed and this year around 70-80 students have been placed so far. About 50-60% students get placed every year. Students get jobs in core Companies as well as IT and marketing companies. ,"Sentiment(polarity=0.26666666666666666, subjectivity=0.5555555555555556)"
Pratik,Apr,Our college is one of the best colleges in Solapur University and only college with NACK A grade. Placement cell is doing their best for all departments. Our batch counts 200+ placement. Extra curriculum activities are carried out to improve soft skills of aspirants and to build corporate attitude within itself. ,"Sentiment(polarity=0.35000000000000003, subjectivity=0.34166666666666673)"
Akshay,Jan,"The placements are not good and also not worst. My senior got misguided about the placement. In my batch, we were misguided by TPO, and the mechanical and ENTC branch students were made fool. The civil and CSE placements were good compared to other departments. Overall, the placements are close to okay. ","Sentiment(polarity=0.2041666666666667, subjectivity=0.5125000000000001)"
Devendra,Jul,"The maximum number of placements are available. Approximately 90% of the students are placed in the computer and IT departments. The highest package offered was 18 LPA, and the average package offered was 4 LPA. Core companies like Infosys, Cognizant, and Amazon visited the campus for placements. Also, the college has a very active placement cell which helps the students in their soft skills too. ","Sentiment(polarity=-0.044666666666666674, subjectivity=0.506)"
Aditya,Apr,"The placements are good, and there were 21 companies which visited our college. All over 60% of the students got placements. The highest and the lowest salary details are not announced. There were many job roles offered to the students from the companies. The companies that came were the most popular companies. ","Sentiment(polarity=0.575, subjectivity=0.625)"
Ankit Kumar,Apr,"Well, the placement depends upon the quality of the student. The placements for the mechanical department is good. A student can get a decent company job if he has studied well, and the student will get industrial exposure at the end of the third year. Around 75%-85% of internships are offered with the highest salary package of 14 LPA, and the placement cell in the college is great. ","Sentiment(polarity=0.41666666666666663, subjectivity=0.5041666666666667)"
Neeraj,Sep,Sinhgad College of Engineering has a centralised placement and training cell. The cell consists of a group of members that are dedicated to providing the students with the best recruitment opportunities. This cell is responsible for the training of the students prior to the recruitment process. ,"Sentiment(polarity=0.39999999999999997, subjectivity=0.2833333333333334)"
Aakrati,Sep,"Placements are good. No doubt, it depends on individuals performance. We have a centralized placement cell. The college do arranges for interviews and technical rounds. Many core companies and IT companies like tech mahindra, Accenture etc. Come to visit. Almost 70% students get placed. Average package 4-5 LA. Internship is also provided. ","Sentiment(polarity=0.2625, subjectivity=0.4)"
Hrushikesh,Apr,"The placements are good. There are centralized placements all over the Sinhgad Institutes which takes place at the Vadgaon campus. Companies like Cognizant, Accenture, and Mahindra visit for the campus placements. The average package offered is 5 LPA, and the minimum package is around 3 LPA. ","Sentiment(polarity=0.27499999999999997, subjectivity=0.5)"
Satyajeet,Apr,Placement is the main concern in all engineering so yes there is placements available for students but not that good as compare to other top colleges they offer quite good salary about an average of 3 lack to 4 lack good companies visits the college and acquired students for the jobs some major roles for the students are given by the companies after completion of training it is efficient as start of the careers in jobs. ,"Sentiment(polarity=0.3282407407407407, subjectivity=0.47870370370370374)"
Sangmeshwar,Mar,"Good placement but this year due to strike of teachers, the placement will be less as all years. Infosys and other company are interested in our college because there is big reputation of sinhagad college. There is 100% Placement if you will done your BE without backlog and first class. ","Sentiment(polarity=0.11190476190476191, subjectivity=0.33571428571428574)"
Shubham,Mar,"Mangalmay Institute provides top placements among all the colleges in Delhi NCR. The college offers 100% placement assistance, mostly through campus interview. Mangalmay Institute of Technology has the best placement record last year, and it is also providing the best placements year by year. ","Sentiment(polarity=0.5166666666666667, subjectivity=0.2777777777777778)"
Subham,Feb,"The placements are pretty good for CS. Last year, 90% of students were placed. Most of them offered packages above 4 LPA. Last time, the highest package offered was 7.5 LPA. Also, most of the students were placed last year from mechanical and ECE. In all over Delhi NCR, the placement of our college is the best. ","Sentiment(polarity=0.3277777777777778, subjectivity=0.3555555555555556)"
Wasim,Nov,"The college has a wide hub of placement opportunities. One only needs to be determined in their specific field. The college has tied up with numerous companies like national and MNCs. Many students got an awesome package from various companies every year and the record is amazingly well. As compared to others I must say it was far better. Mostly colleges show ads about placement nowadays, but this college in this term is quite practical and I have seen that. ","Sentiment(polarity=0.2818181818181818, subjectivity=0.6295454545454546)"
Subham,Jul,"Mangalmay Institute of the Engineering and Technology is the best college in Delhi NCR regarding placements. 100% of the placements are available for CSE and ECE, and 85% of the placements are available for the students of other branches. Last year, 90% of the students got placements. Companies like HCL, Amazon, Wipro and many other companies visited last year. Students were offered roles like programmer, analyser etc. Internships are also available in this college. Last year, 50% of students were offered internships with a stipend of Rs. 20,000 per month. There is also a placement cell which helps students to learn the skills and provide kno... 
Read More","Sentiment(polarity=0.26818181818181813, subjectivity=0.3136363636363637)"
Vidyanshu,Aug,The placements depend on students. The students who maintain an academic score of 60% in all semesters without any backlog in the 7th semester will get placed. The students who can't be able to clear the backlogs will not get placed. The placements depend on the scores and performance of the students. ,"Sentiment(polarity=0.19999999999999998, subjectivity=0.3361111111111111)"
Hritik,Oct,"This year, our college has the highest placement record among the colleges in Maharashtra. More than 80% of the students were offered a salary package of more than 4 LPA, and the placement drives are continuing. The companies like Infosys, Accenture, and Cognizant are the mass recruiters of this college. So, I can say that the placement opportunities provided by the college are good enough for the active students to get placed. ","Sentiment(polarity=0.31333333333333335, subjectivity=0.54)"
Pawan,Sep,"The placement of 2018 batch is queit good about 50% got placement offer the highest package is 11lpa and average is 4 LPA companies like Accenture, Infosys, tcs, congnizent and etc. About 30% of student got internship from college. Cretria of campus placement is every studunt must have minimum 60% and have no live Kts. ","Sentiment(polarity=0.16060606060606059, subjectivity=0.5)"
Pratik,Aug,"Sinhgad is famous for its placements, which is actually true. More companies come to the college, and the placement starts from the 3rd year. Around 60% of the students got placed in the campus placements. You can do internships in companies from 4th-year through the college. ","Sentiment(polarity=0.3375, subjectivity=0.5375)"
Akash,Apr,"Every year, more than 100 recruiters used to come in my college for placing final year in there company. Major recruiters for computer Science student are IBM, IFB, INFOCUS, WIPRO and many more good companies. But these companies take only 2-3 students in there company. Its means these companies look for only best students. So if a student do well in B.Tech then only they can be able to placed in these companies. Actually these are the dream company for a B.Tech computer Science students. ","Sentiment(polarity=0.31354166666666666, subjectivity=0.6354166666666666)"
Aman,Feb,"The placement is good in the college, and approximately 100 companies visit every year and select the students. But the students who are minimal average are selected, and the person who is able to get 75% definitely gets placed and gets a higher package. 70% of the students are selected. It is the average of the entire year that is considered and is increased now. The students get Rs. 40,000 as the maximum salary package and Rs. 20,000 as the minimum salary package per month. Wipro, HCL and many more companies have visited the campus. ","Sentiment(polarity=0.15, subjectivity=0.5318181818181819)"
Akhil,Jan,"Overall, I think it is good for those students who think to make future in the software industry. All over, good placement. More than 80 to 90 companies visited for hiring employees. The open placement campus companies like Wipro, British Telecom and Amazon visited the campus. The highest offered package is 40 LPA. There is also stipend available for the students. ","Sentiment(polarity=0.2875, subjectivity=0.340625)"
Shivam,Jul,Very good college invterms of placements. Most of companies visit it for placement drives. Approximately 150+ companies visit our college every year. There is a good placement record in this college of worth 40 Lacs the recorded the highest package ever. Hence good in placement drive. ,"Sentiment(polarity=0.45166666666666666, subjectivity=0.5300000000000001)"
Arundeep,Sep,"I got placed in Hettich, India which is one of the reputed in its industry. Our college and the placement department provides full support for the students to deliver the best. The faculty and staff members are supportive and provide you complete freedom in exams. ","Sentiment(polarity=0.48750000000000004, subjectivity=0.5625)"
Aniket,Feb,"The placements of civil in our college this year is 10/76 and before this year, means in 2015, it was around 8-11 out of 80-90 students. In the civil branch, it is always low as compared to the other branches like computer science or electronics. In computer science engineering, the placements are higher as compared to all other branches. ","Sentiment(polarity=0.0, subjectivity=0.3875)"
Jagadish,Mar,"The placements from the campus are satisfactory as the best and renowned companies come to the campus. The placement officer provides with the links to pool campus. Although the college confirms complete placements, it's up to the students. ","Sentiment(polarity=0.55, subjectivity=0.35)"
Vipin,Mar,"The best companies come for the placements, and MNCs come for hiring many students for our companies. The faculty members also help for higher studies and guide us about the placements to get a better job, and also helps for the interviews. ","Sentiment(polarity=0.5625, subjectivity=0.45)"
Tejas,Apr,I don't know. But from other students I listened that the placement of rmd Singad college is moderately occurs. Only 2&3 companies are taking interview and place about 20-50 students only. But sometimes it good when more companies are come and the students get placed. Not bad about placement. ,"Sentiment(polarity=0.20357142857142854, subjectivity=0.6916666666666668)"
Ashwin,Apr,"72% of the students got placed last year in the companies like Amazon, Cloud, Accenture and BYJU that visited our department Last Year. Students were offered the roles as a junior engineer, app developer, javascript, and back-end developer. The highest stipend for an internship is Rs. 12,000 per month and the lowest is Rs. 5000 per month. ","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
Gaurav,Apr,"In respect to placements, all most all the graduated students got placed in some of the renowned companies. For placements, a number of companies visit the college as it is certified grade-A from NAAC. The companies like Amazon, Logitech, Flipkart visit here. ","Sentiment(polarity=0.5, subjectivity=0.5)"
